Provincia,Partido,Localidad,FIBRA OPTICA,Total accesos,% FIBRA OPTICA,Poblacion,Latitud,Longitud
CATAMARCA,Valle Viejo,Pozo Del Mistol,18,18,100.0,0.0,-28.4689789857859,-65.7195047318519
CATAMARCA,Valle Viejo,El Bañado,7,7,100.0,0.0,-28.4594352492075,-65.7113717209433
CATAMARCA,Fray Mamerto Esquiú,San Antonio,4,4,100.0,0.0,-28.4237766788262,-65.7062134320732
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,0,1,0.0,740.0,-28.2754665210832,-65.733431477509
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,1,0.0,0.0,-28.3495576813874,-65.7091195877043
CATAMARCA,Fray Mamerto Esquiú,El Hueco,26,26,100.0,0.0,-28.4127884506849,-65.7175369854892
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,5,0.0,0.0,-28.4198487342191,-65.6988377960377
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,5,0.0,0.0,-28.3734473479931,-65.7081292515981
CHACO,12 de Octubre,Gancedo,22,100,22.0,4284.0,-27.4896487904756,-61.6738771708385
CHACO,12 de Octubre,General Pinedo,460,683,67.34992679355784,13042.0,-27.3252979421708,-61.282210419911
CHACO,1º de Mayo,Colonia Benítez,0,160,0.0,2212.0,-27.3305884379906,-58.9450102746869
CHACO,1º de Mayo,Margarita Belén,190,678,28.023598820058996,5701.0,-27.2616473234151,-58.9741473116095
CHACO,2 de Abril,Hermoso Campo,192,221,86.87782805429865,5011.0,-27.610539212014,-61.344844244037
CHACO,2 de Abril,Itín,30,508,5.905511811023622,441.0,-27.4876216159572,-61.3238818419592
CHACO,25 de Mayo,Colonia Aborigen,0,21,0.0,1272.0,-26.9583436350996,-60.1902370459592
CHACO,25 de Mayo,Machagai,33,1053,3.133903133903134,21997.0,-26.9287335504143,-60.0477196130638
CHACO,9 de Julio,Las Breñas,83,1491,5.56673373574782,22953.0,-27.0885167236059,-61.0836993088858
CHACO,Almirante Brown,Concepción del Bermejo,370,602,61.461794019933556,5309.0,-26.602273964006,-60.9492636999567
CHACO,Almirante Brown,Los Frentones,338,339,99.70501474926253,5520.0,-26.4082976307567,-61.4134271371597
CHACO,Almirante Brown,Pampa del Infierno,1373,1444,95.08310249307479,9063.0,-26.5063974406178,-61.1764901971888
CHACO,Almirante Brown,Taco Pozo,364,367,99.1825613079019,7813.0,-25.6156598937138,-63.2692964997065
CHACO,Bermejo,General Vedia,43,408,10.53921568627451,1751.0,-26.9349378591637,-58.6612848328678
CHACO,Bermejo,Isla del Cerrito,0,1,0.0,1758.0,-27.2927852739485,-58.6178377359072
CHACO,Bermejo,La Leonesa,0,816,0.0,8823.0,-27.0379596283785,-58.7069377183708
CHACO,Bermejo,Las Palmas,52,359,14.484679665738161,4914.0,-27.0478975207771,-58.6795739267563
CHACO,Bermejo,Puerto Bermejo Nuevo,10,61,16.39344262295082,1733.0,-26.9073753724695,-58.5428316633796
CHACO,Bermejo,Puerto Eva Perón,12,54,22.22222222222222,609.0,-26.661480092829,-58.6355818176747
CHACO,Chacabuco,Charata,1167,3471,33.62143474503025,26497.0,-27.2200458502784,-61.1915854495204
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,1224,9840,12.439024390243903,89882.0,-26.7916058929378,-60.4421462814095
CHACO,General Belgrano,Corzuela,42,241,17.42738589211618,10335.0,-26.9556760087163,-60.9707574059512
CHACO,General Donovan,La Escondida,0,382,0.0,3261.0,-27.1073248470025,-59.4475325100431
CHACO,General Donovan,La Verde,10,362,2.7624309392265194,2717.0,-27.1297934337807,-59.3774619894492
CHACO,General Donovan,Lapachito,0,28,0.0,888.0,-27.1587903465778,-59.3903975007013
CHACO,General Donovan,Makallé,0,411,0.0,4322.0,-27.211618544441,-59.2883662132688
CHACO,General Güemes,El Espinillo,0,1,0.0,1261.0,-25.4176698636006,-60.4139677023547
CHACO,General Güemes,El Sauzal,0,62,0.0,715.0,-24.579149375301,-61.5461702165927
CHACO,General Güemes,El Sauzalito,0,1,0.0,3374.0,-24.4345499393074,-61.6813716975806
CHACO,General Güemes,Fortín Lavalle,0,36,0.0,687.0,-25.7056308542578,-60.2037478681132
CHACO,General Güemes,Fuerte Esperanza,15,15,100.0,1376.0,-25.1560600566745,-61.8424104268078
CHACO,General Güemes,Juan José Castelli,337,1683,20.023767082590613,27201.0,-25.9504150377594,-60.6243211030425
CHACO,General Güemes,Miraflores,10,561,1.7825311942959003,4737.0,-25.6489334968628,-60.9300401901344
CHACO,General Güemes,Nueva Pompeya,1,312,0.3205128205128205,2259.0,-24.9334418837191,-61.4846998398146
CHACO,General Güemes,Villa Río Bermejito,199,427,46.604215456674474,3752.0,-25.6424413894079,-60.2629438807651
CHACO,General Güemes,Wichi,0,91,0.0,773.0,-24.6913977720534,-61.4304454802334
CHACO,Independencia,Avia Terai,24,122,19.672131147540984,6203.0,-26.6904269113097,-60.7309487066584
CHACO,Independencia,Campo Largo,466,607,76.77100494233937,9069.0,-26.8038644067827,-60.8423032131182
CHACO,Libertad,Laguna Blanca,0,2,0.0,547.0,-27.2572195505018,-59.2340486127892
CHACO,Libertad,Puerto Tirol,166,902,18.403547671840354,8819.0,-27.3745125614532,-59.0953159917862
CHACO,Libertador General San Martín,Ciervo Petiso,0,98,0.0,786.0,-26.5815849580294,-59.6329803967089
CHACO,Libertador General San Martín,General José de San Martín,5023,7190,69.86091794158553,28124.0,-26.5340730622708,-59.334711358946
CHACO,Libertador General San Martín,La Eduvigis,0,1,0.0,392.0,-26.8374120457599,-59.0641175796047
CHACO,Libertador General San Martín,Laguna Limpia,0,32,0.0,1207.0,-26.4967013914467,-59.6799372880349
CHACO,Libertador General San Martín,Pampa Almirón,18,73,24.65753424657534,1278.0,-26.702247857191,-59.1237850343206
CHACO,Libertador General San Martín,Pampa del Indio,12,771,1.556420233463035,9204.0,-26.050714758193,-59.9412241077467
CHACO,Libertador General San Martín,Presidencia Roca,4,202,1.9801980198019802,4201.0,-26.1402007626997,-59.5968452905131
CHACO,Maipú,Tres Isletas,10,594,1.6835016835016834,16976.0,-26.3378349285309,-60.4299349548752
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,270,982,27.494908350305497,7509.0,-27.682571155615,-60.9091956314644
CHACO,Mayor Luis J. Fontana,Enrique Urién,10,11,90.9090909090909,515.0,-27.5587251493486,-60.5259907543736
CHACO,Mayor Luis J. Fontana,Villa Angela,818,4235,19.315230224321134,41403.0,-27.5788592432947,-60.7141120066309
CHACO,O Higgins,La Clotilde,101,250,40.400000000000006,3382.0,-27.1781993384686,-60.6315741848515
CHACO,O Higgins,La Tigra,0,254,0.0,2866.0,-27.1157899755692,-60.5898941741226
CHACO,O Higgins,San Bernardo,13,201,6.467661691542288,9379.0,-27.2904384132604,-60.7149736332961
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,22,603,3.6484245439469323,9642.0,-27.0029714359347,-59.847600385659
CHACO,Quitilipi,Quitilipi,37,1198,3.0884808013355594,24517.0,-26.8732071732978,-60.2185241226399
CHACO,Quitilipi,Villa El Palmar,0,43,0.0,879.0,-26.4551186226266,-60.1646165913523
CHACO,San Fernando,Barranqueras,161,4015,4.009962640099626,54698.0,-27.4877739289761,-58.9327416886365
CHACO,San Fernando,Basail,0,225,0.0,1929.0,-27.8868655966917,-59.2791003619491
CHACO,San Fernando,Fontana,120,190,63.1578947368421,32027.0,-27.4167127425858,-59.04393778912
CHACO,San Fernando,Puerto Vilelas,11,12,91.66666666666666,8278.0,-27.5106090846354,-58.938994465923
CHACO,San Fernando,Resistencia,22417,91690,24.448685789071874,290723.0,-27.4521194584549,-58.9876174408016
CHACO,San Lorenzo,Samuhú,10,11,90.9090909090909,1251.0,-27.5222254234698,-60.3941746057505
CHACO,San Lorenzo,Villa Berthet,24,734,3.2697547683923704,10224.0,-27.2895492409257,-60.4155962080604
CHACO,Sargento Cabral,Capitán Solari,64,64,100.0,1888.0,-26.8050732181615,-59.5596523744138
CHACO,Sargento Cabral,Colonia Elisa,0,2,0.0,3471.0,-26.9324550960675,-59.5204851339373
CHACO,Sargento Cabral,Colonias Unidas,250,265,94.33962264150944,3282.0,-26.7000971775462,-59.6277421824927
CHACO,Sargento Cabral,Las Garcitas,0,120,0.0,3711.0,-26.6193460346699,-59.8042763819042
CHACO,Tapenagá,Charadai,14,15,93.33333333333333,1519.0,-27.6553304709616,-59.8624460245382
CHACO,Tapenagá,Cote Lai,10,10,100.0,1323.0,-27.5303116601138,-59.5765171513905
CHUBUT,Biedma,Arroyo Verde,0,3,0.0,59.0,-42.0119886969656,-65.3064500926092
CHUBUT,Biedma,Puerto Madryn,3774,39406,9.577221742881795,81315.0,-42.7550996783449,-65.0422298178163
CHUBUT,Biedma,Puerto Pirámide,0,3,0.0,565.0,-42.5736171931039,-64.2836893467339
CHUBUT,Biedma,Quinta El Mirador,0,22,0.0,626.0,-42.811590013144,-65.051417803805
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,0,127,0.0,54.0,-42.6456158957863,-65.0647229672572
CHUBUT,Cushamen,Cholila,0,2,0.0,1658.0,-42.5105313648355,-71.4351548288659
CHUBUT,Cushamen,El Hoyo,319,1244,25.643086816720256,1477.0,-42.0679666637038,-71.5206708370904
CHUBUT,Cushamen,Epuyén,0,1184,0.0,1038.0,-42.2329247123472,-71.3695066579513
CHUBUT,Cushamen,Gualjaina,0,2,0.0,1183.0,-42.7267578946733,-70.5354876126711
CHUBUT,Cushamen,Lago Puelo,59,1103,5.349048050770626,3129.0,-42.0672923130861,-71.5981575625236
CHUBUT,Cushamen,Leleque,0,2,0.0,116.0,-42.4288626216315,-71.0683951630343
CHUBUT,Cushamen,El Maitén,0,1,0.0,4011.0,-42.0542854358373,-71.1673153308386
CHUBUT,Escalante,Comodoro Rivadavia,1433,49636,2.8870174873075993,175196.0,-45.8729846778063,-67.5430559979427
CHUBUT,Escalante,Diadema Argentina,0,296,0.0,1317.0,-45.7906089158021,-67.6738925726169
CHUBUT,Escalante,Rada Tilly,1206,2920,41.3013698630137,9098.0,-45.9368019185633,-67.5653960236573
CHUBUT,Escalante,Acceso Norte,0,1,0.0,0.0,-45.782807331545,-67.5033367870766
CHUBUT,Escalante,Barrio Caleta Cordova,0,1,0.0,0.0,-45.7482508559011,-67.3786501769463
CHUBUT,Florentino Ameghino,Camarones,0,209,0.0,1296.0,-44.79829087317,-65.7105992934951
CHUBUT,Florentino Ameghino,Garayalde,0,3,0.0,18.0,-44.6795783728661,-66.6097364550235
CHUBUT,Futaleufú,Corcovado,0,6,0.0,1820.0,-43.5380021657326,-71.4659616215841
CHUBUT,Futaleufú,Esquel,0,9750,0.0,32343.0,-42.9133238858291,-71.3185116319277
CHUBUT,Futaleufú,Los Cipreses,0,1,0.0,179.0,-43.1847146210617,-71.6413919295155
CHUBUT,Futaleufú,Trevelín,0,1069,0.0,6353.0,-43.0908711905976,-71.4654853699539
CHUBUT,Futaleufú,Villa Futalaufquen,0,3,0.0,28.0,-42.9006375858067,-71.6061535113717
CHUBUT,Futaleufú,Aldea Escolar,0,1,0.0,359.0,-43.1198187614025,-71.5588967458005
CHUBUT,Futaleufú,Lago Rosario,0,2,0.0,87.0,-43.2500168518714,-71.3512318442886
CHUBUT,Gaiman,28 de Julio,12,14,85.71428571428571,237.0,-43.3809771295585,-65.8386877428492
CHUBUT,Gaiman,Dolavon,55,110,50.0,2887.0,-43.309297578868,-65.7087388385691
CHUBUT,Gaiman,Gaiman,90,1019,8.832188420019627,4730.0,-43.288807480447,-65.4924135000744
CHUBUT,Gastre,Blancuntre,0,1,0.0,82.0,-42.5683892291525,-68.9190916237139
CHUBUT,Gastre,El Escorial,0,1,0.0,89.0,-43.098070041959,-68.5596033354947
CHUBUT,Gastre,Lagunita Salada,0,8,0.0,129.0,-42.7167792838299,-69.1884723935703
CHUBUT,Gastre,Yala Laubat,0,1,0.0,37.0,-42.7671354457615,-68.875421794475
CHUBUT,Gastre,Gastre,0,103,0.0,602.0,-42.2656204565429,-69.2210978977662
CHUBUT,Languiñeo,Aldea Epulef,0,6,0.0,247.0,-43.2341165952859,-69.7112937770404
CHUBUT,Languiñeo,Carrenleufú,0,1,0.0,317.0,-43.5856885437306,-71.7009020245021
CHUBUT,Languiñeo,Colan Conhue,0,5,0.0,262.0,-43.2425977048335,-69.9302181856069
CHUBUT,Languiñeo,Paso del Sapo,0,32,0.0,472.0,-42.7371109950872,-69.6110020875554
CHUBUT,Languiñeo,Tecka,0,2,0.0,1237.0,-43.4935820815258,-70.8135608321009
CHUBUT,Mártires,El Mirasol,0,1,0.0,57.0,-43.2852932712541,-67.7603113819649
CHUBUT,Mártires,Las Plumas,0,1,0.0,480.0,-43.7223979636171,-67.2869956666141
CHUBUT,Paso de Indios,Cerro Cóndor,0,2,0.0,67.0,-43.4233198653988,-69.1640923476749
CHUBUT,Paso de Indios,Los Altares,0,2,0.0,230.0,-43.8711929981581,-68.4301168776514
CHUBUT,Paso de Indios,Paso de Indios,0,1,0.0,1264.0,-43.8663054117658,-69.0448870902309
CHUBUT,Rawson,Playa Unión,101,1276,7.915360501567398,6775.0,-43.3219408530217,-65.0475987350977
CHUBUT,Rawson,Rawson,775,12143,6.382277855554641,24616.0,-43.3010516778945,-65.0955202340428
CHUBUT,Rawson,Trelew,651,31736,2.051298210234434,97915.0,-43.2483538570309,-65.3103813319694
CHUBUT,Rawson,Playa Magagna,0,14703,0.0,76.0,-43.3821208618862,-65.0449325683674
CHUBUT,Río Senguer,Aldea Apeleg,0,2,0.0,126.0,-44.7052521139583,-70.8460010136593
CHUBUT,Río Senguer,Aldea Beleiro,0,2,0.0,176.0,-45.5614644681207,-71.5181726162484
CHUBUT,Río Senguer,Alto Río Senguer,0,4,0.0,1570.0,-45.0476417520383,-70.8227552077123
CHUBUT,Río Senguer,Doctor Ricardo Rojas,0,1,0.0,219.0,-45.5870084306305,-71.0290968422414
CHUBUT,Río Senguer,Facundo,0,42,0.0,185.0,-45.3192710383686,-69.9721127349678
CHUBUT,Río Senguer,Lago Blanco,0,1,0.0,194.0,-45.9468594190828,-71.2641106643113
CHUBUT,Río Senguer,Río Mayo,0,182,0.0,2791.0,-45.6964538171738,-70.2559804482547
CHUBUT,Sarmiento,Buen Pasto,0,1,0.0,105.0,-45.0804225633305,-69.4497777721279
CHUBUT,Sarmiento,Sarmiento,709,3137,22.60121134842206,10858.0,-45.590519720018,-69.0706825167205
CHUBUT,Tehuelches,Gobernador Costa,0,1,0.0,2251.0,-44.0529826063177,-70.597920256446
CHUBUT,Tehuelches,José de San Martín,0,1,0.0,1612.0,-44.0545030861499,-70.4698423450266
CHUBUT,Tehuelches,Río Pico,0,3,0.0,1055.0,-44.1829932413496,-71.3700565360866
CHUBUT,Telsen,Gan Gan,0,13,0.0,661.0,-42.5232330288476,-68.2828542288869
CHUBUT,Telsen,Telsen,0,59,0.0,544.0,-42.4387511614213,-66.941427996482
CORDOBA,Calamuchita,Amboy,0,19,0.0,183.0,-32.1759165218621,-64.5765483175138
CORDOBA,Calamuchita,Cañada del Sauce,0,1,0.0,61.0,-32.3679991604313,-64.6425223427633
CORDOBA,Calamuchita,Capilla Vieja,0,5,0.0,68.0,-31.942027416529,-64.6165406145348
CORDOBA,Calamuchita,El Corcovado - El Torreón,0,82,0.0,417.0,-32.149759071844,-64.5015914694579
CORDOBA,Calamuchita,Embalse,1467,3310,44.320241691842895,8793.0,-32.2065076875762,-64.4006226825819
CORDOBA,Calamuchita,La Cruz,0,376,0.0,1363.0,-32.3034055718452,-64.4831089740345
CORDOBA,Calamuchita,La Cumbrecita,0,250,0.0,549.0,-31.8969643877578,-64.7751589433589
CORDOBA,Calamuchita,Las Bajadas,0,16,0.0,141.0,-32.0954063583092,-64.3310535546374
CORDOBA,Calamuchita,Los Cóndores,0,931,0.0,2879.0,-32.3211277679392,-64.2810080327514
CORDOBA,Calamuchita,Los Molinos,0,42,0.0,260.0,-31.8568223164309,-64.3779521586489
CORDOBA,Calamuchita,Los Reartes,342,749,45.66088117489986,1192.0,-31.919856077953,-64.5755037073336
CORDOBA,Calamuchita,Parque Calmayo,0,36,0.0,44.0,-32.0237443074993,-64.4641636844138
CORDOBA,Calamuchita,San Agustín,0,111,0.0,3317.0,-31.9763155149128,-64.3733067164283
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),0,11,0.0,140.0,-32.1667856733263,-64.5163972060979
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,119,5412,2.1988174427198817,12395.0,-32.0700578177618,-64.537633731877
CORDOBA,Calamuchita,Villa Alpina,0,2,0.0,154.0,-31.9532611007669,-64.8132541353652
CORDOBA,Calamuchita,Villa Amancay,0,39,0.0,426.0,-32.1863928332037,-64.570452981186
CORDOBA,Calamuchita,Villa Berna,0,37,0.0,135.0,-31.9052382568315,-64.7428823583405
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,219,0.0,506.0,-31.9091576117526,-64.5456887371347
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (3a. Sección),0,8,0.0,0.0,-31.9091576,-64.54568873
CORDOBA,Calamuchita,Villa del Dique,257,1806,14.230343300110743,3236.0,-32.1696837164743,-64.4567952849232
CORDOBA,Calamuchita,Villa General Belgrano,0,1161,0.0,7795.0,-31.9808236449718,-64.5606191505919
CORDOBA,Calamuchita,Villa Quillinzo,0,84,0.0,54.0,-32.2384365356542,-64.5210498971139
CORDOBA,Calamuchita,Villa Rumipal,43,980,4.387755102040816,2246.0,-32.1893813417324,-64.4792063354191
CORDOBA,Calamuchita,Villa San Miguel,0,5,0.0,0.0,-31.8582901636165,-64.3750577906576
CORDOBA,Calamuchita,Villa Yacanto,0,6,0.0,1097.0,-32.1037825310006,-64.7541028295247
CORDOBA,Calamuchita,Las Caleras,0,7,0.0,192.0,-32.3893612457104,-64.5185923418535
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,9,0.0,0.0,-32.165,-64.516944444444
CORDOBA,Calamuchita,Segunda Usina,0,51,0.0,118.0,-32.1650425977053,-64.3784225873001
CORDOBA,Calamuchita,Río de los Sauces,0,1,0.0,1001.0,-32.5265595269976,-64.5869530802431
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,0,400,0.0,0.0,-31.9091576117526,-64.5456887371347
CORDOBA,Capital,Córdoba,139616,471615,29.603808191003257,1317298.0,-31.4138166206931,-64.1833384346292
CORDOBA,Colón,Agua de Oro,65,500,13.0,1918.0,-31.058228127494,-64.2955793576311
CORDOBA,Colón,Ascochinga,1,122,0.819672131147541,394.0,-30.9594645513035,-64.2754165610863
CORDOBA,Colón,Colonia Caroya,5578,7576,73.6272439281943,16168.0,-31.0172322466264,-64.066728610829
CORDOBA,Colón,El Manzano,0,145,0.0,892.0,-31.0817617139175,-64.2998324164847
CORDOBA,Colón,General Paz,0,168,0.0,1925.0,-31.1341189126982,-64.1410056588479
CORDOBA,Colón,Jesús María,6088,11241,54.158882661684906,31602.0,-30.9811937384049,-64.095771286873
CORDOBA,Colón,La Calera,787,9555,8.236525379382522,31972.0,-31.3441541784042,-64.3368093736089
CORDOBA,Colón,La Granja,0,469,0.0,2456.0,-31.0054374122172,-64.2616783510445
CORDOBA,Colón,Los Molles,0,2,0.0,264.0,-31.0167070305726,-64.225388080483
CORDOBA,Colón,Malvinas Argentinas,246,1703,14.44509688784498,12187.0,-31.3677025435362,-64.0503196448495
CORDOBA,Colón,Mendiolaza,303,4211,7.1954405129422945,10271.0,-31.2634679794013,-64.3038336466706
CORDOBA,Colón,Pajas Blancas,0,19,0.0,96.0,-31.2146356684786,-64.2768259906649
CORDOBA,Colón,Río Ceballos,4,6824,0.058616647127784284,19688.0,-31.1748535571499,-64.3096761754849
CORDOBA,Colón,Saldán,49,4052,1.2092793682132281,10605.0,-31.3142696814132,-64.3129043036137
CORDOBA,Colón,Salsipuedes,10,1730,0.5780346820809248,9612.0,-31.1388344121698,-64.2906610433299
CORDOBA,Colón,Unquillo,875,4609,18.98459535691039,18086.0,-31.2319725034056,-64.3177425598673
CORDOBA,Colón,Villa Allende,853,8144,10.473968565815325,25738.0,-31.2922067561376,-64.2950077746202
CORDOBA,Colón,Villa Cerro Azul,0,95,0.0,253.0,-31.0702139869894,-64.3197333591217
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,0,445,0.0,5710.0,-31.3101307241869,-64.1805270805742
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,499,1380,36.15942028985507,5973.0,-31.2742571242585,-64.1641142793009
CORDOBA,Colón,Dumesnil,31,31,100.0,0.0,-31.3321162961153,-64.3336598560636
CORDOBA,Colón,Mi Granja,5,5,100.0,1739.0,-31.3501106609981,-63.9996450992295
CORDOBA,Cruz del Eje,Alto de los Quebrachos,0,7,0.0,161.0,-30.5409658147192,-65.0384387721916
CORDOBA,Cruz del Eje,Bañado de Soto,0,8,0.0,466.0,-30.8044357869451,-65.0436620185917
CORDOBA,Cruz del Eje,Canteras Quilpo,0,2,0.0,216.0,-30.8666932853441,-64.6829010647536
CORDOBA,Cruz del Eje,Cruz de Caña,0,2,0.0,130.0,-31.0662466251544,-64.9425321672363
CORDOBA,Cruz del Eje,Cruz del Eje,437,4992,8.754006410256409,30680.0,-30.7218592173102,-64.8077377312137
CORDOBA,Cruz del Eje,El Brete,1,66,1.5151515151515151,1749.0,-30.6722100581192,-64.8699070292303
CORDOBA,Cruz del Eje,Guanaco Muerto,0,17,0.0,320.0,-30.4794131800612,-65.0597627738017
CORDOBA,Cruz del Eje,La Banda,0,1,0.0,560.0,-30.7628592235779,-64.6459839334075
CORDOBA,Cruz del Eje,La Batea,0,1,0.0,96.0,-30.4417646532675,-65.4238386532105
CORDOBA,Cruz del Eje,La Higuera,0,20,0.0,404.0,-31.0139548417914,-65.1020313666951
CORDOBA,Cruz del Eje,Las Playas,1,177,0.5649717514124294,937.0,-30.6895900139602,-64.8508831281017
CORDOBA,Cruz del Eje,Los Chañaritos,1,10,10.0,311.0,-30.5724823864554,-64.9410778222467
CORDOBA,Cruz del Eje,Media Naranja,0,60,0.0,800.0,-30.6233104657952,-64.9515406139404
CORDOBA,Cruz del Eje,Paso Viejo,0,93,0.0,1033.0,-30.7686835768001,-65.1864700189142
CORDOBA,Cruz del Eje,San Marcos Sierra,429,644,66.61490683229813,943.0,-30.7803420622583,-64.6468515131076
CORDOBA,Cruz del Eje,Serrezuela,10,117,8.547008547008547,2441.0,-30.6392026300348,-65.3813009621884
CORDOBA,Cruz del Eje,Tuclame,0,3,0.0,907.0,-30.7485284753417,-65.2375410689391
CORDOBA,Cruz del Eje,Villa de Soto,341,1298,26.27118644067797,9628.0,-30.852977256889,-64.9924997261449
CORDOBA,General Roca,Del Campillo,0,1051,0.0,3412.0,-34.3760847098309,-64.4945399243505
CORDOBA,General Roca,Hipólito Bouchard,0,1,0.0,1778.0,-34.7223142041085,-63.508013061936
CORDOBA,General Roca,Huinca Renancó,1294,2964,43.65721997300945,9426.0,-34.8397251237332,-64.3724876795015
CORDOBA,General Roca,Nicolás Bruzzone,0,91,0.0,209.0,-34.4382295005707,-64.3383707319069
CORDOBA,General Roca,Villa Huidobro,2,1903,0.10509721492380451,5656.0,-34.8371817717375,-64.5833571665395
CORDOBA,General Roca,Villa Valeria,0,849,0.0,2978.0,-34.3408530354994,-64.917844943457
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),37,1785,2.072829131652661,4740.0,-34.514736598064,-63.941510935076
CORDOBA,General San Martín,Arroyo Cabral,2,677,0.29542097488921715,2654.0,-32.4889824965456,-63.4014794487713
CORDOBA,General San Martín,Ausonia,1,1,100.0,1046.0,-32.6613825801545,-63.2447973807791
CORDOBA,General San Martín,Chazón,0,388,0.0,1061.0,-33.0772598274988,-63.275435286184
CORDOBA,General San Martín,Etruria,0,52,0.0,4070.0,-32.9405157092885,-63.2472565147
CORDOBA,General San Martín,La Laguna,0,471,0.0,1482.0,-32.8014149822474,-63.2440045658431
CORDOBA,General San Martín,La Playosa,0,671,0.0,2672.0,-32.099694860079,-63.0325289648087
CORDOBA,General San Martín,Pasco,1,1,100.0,1178.0,-32.7470044961114,-63.3411254262064
CORDOBA,General San Martín,Silvio Pellico,0,215,0.0,386.0,-32.2506338091324,-62.931650118919
CORDOBA,General San Martín,Ticino,6,671,0.8941877794336811,2188.0,-32.6919271380136,-63.4353044375428
CORDOBA,General San Martín,Tío Pujio,2,627,0.3189792663476874,2655.0,-32.2863739057236,-63.3540179546817
CORDOBA,General San Martín,Villa María,10567,29920,35.31751336898395,79351.0,-32.4120836110321,-63.2499951238659
CORDOBA,General San Martín,Villa Nueva,999,5876,17.00136147038802,18818.0,-32.4288251783807,-63.249359249877
CORDOBA,General San Martín,Arroyo Algodón,1,1,100.0,677.0,-32.2019665986816,-63.1627861860009
CORDOBA,Ischilín,Chuña,0,104,0.0,550.0,-30.4687274606224,-64.6712287665168
CORDOBA,Ischilín,Copacabana,0,12,0.0,74.0,-30.6113486219317,-64.5555688574614
CORDOBA,Ischilín,Deán Funes,263,4201,6.260414187098309,21211.0,-30.4229409365773,-64.3516697664768
CORDOBA,Ischilín,Esquina del Alambre,0,1,0.0,29.0,-30.6016118281727,-64.9074033309966
CORDOBA,Ischilín,Olivares de San Nicolás,0,1,0.0,541.0,-30.6020503748658,-64.8433653744314
CORDOBA,Ischilín,Quilino,94,310,30.32258064516129,4092.0,-30.2159552214688,-64.5029777045333
CORDOBA,Ischilín,Villa Quilino,36,36,100.0,1003.0,-30.2101157475483,-64.4775674155262
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),0,687,0.0,5298.0,-33.3564514451723,-63.7205503922441
CORDOBA,Juárez Celman,Bengolea,269,269,100.0,915.0,-33.0274173144801,-63.6719277875696
CORDOBA,Juárez Celman,Carnerillo,505,880,57.38636363636363,1867.0,-32.9153142058652,-64.0256580552867
CORDOBA,Juárez Celman,Charras,1,13,7.6923076923076925,1088.0,-33.0241677315378,-64.0458262411649
CORDOBA,Juárez Celman,General Cabrera,0,1145,0.0,11734.0,-32.8118910840567,-63.8736965709556
CORDOBA,Juárez Celman,General Deheza,3465,4602,75.29335071707953,11061.0,-32.7549291159098,-63.7850383518255
CORDOBA,Juárez Celman,Huanchillas,11,11,100.0,1131.0,-33.6655227252595,-63.6372618363763
CORDOBA,Juárez Celman,La Carlota,0,1112,0.0,12537.0,-33.4201679372505,-63.2969802619056
CORDOBA,Juárez Celman,Los Cisnes,0,167,0.0,559.0,-33.400060095449,-63.4716515559202
CORDOBA,Juárez Celman,Olaeta,0,65,0.0,619.0,-33.0434821211836,-63.9085957407616
CORDOBA,Juárez Celman,Santa Eufemia,0,645,0.0,2401.0,-33.1767529632621,-63.2820358699256
CORDOBA,Juárez Celman,Ucacha,1,1965,0.05089058524173028,5136.0,-33.0334392795817,-63.5082571588932
CORDOBA,Juárez Celman,Villa Reducción,0,232,0.0,1732.0,-33.2014556304775,-63.8622207209792
CORDOBA,Marcos Juárez,Alejo Ledesma,1,83,1.2048192771084338,3299.0,-33.6076125942499,-62.6261405718946
CORDOBA,Marcos Juárez,Arias,0,526,0.0,7075.0,-33.6411632781096,-62.402789011452
CORDOBA,Marcos Juárez,Camilo Aldao,0,1158,0.0,5197.0,-33.123740825534,-62.0965954602144
CORDOBA,Marcos Juárez,Colonia Italiana,0,199,0.0,738.0,-33.3119180942558,-62.1807987939012
CORDOBA,Marcos Juárez,Corral de Bustos,1027,8229,12.480252764612953,10407.0,-33.2816219895104,-62.1854508942409
CORDOBA,Marcos Juárez,Cruz Alta,1,674,0.1483679525222552,7200.0,-33.0069947278727,-61.8109726038419
