Provincia,Partido,Localidad,Link Indec,Otros,<= 1 Mbps,"> 1 Mbps, <= 5 Mbps","> 5 Mbps, <= 10 Mbps","> 10 Mbps, <= 15 Mbps","> 15 Mbps, <= 20 Mbps","> 20 Mbps, <= 25 Mbps","> 25 Mbps, <= 30 Mbps","> 30 Mbps, <= 50 Mbps",> 50 Mbps,Total,% <= 10Mbps,% <= 25Mbps,Poblacion,Latitud,Longitud
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,3.0,23.0,340.0,465.0,27.0,0.0,27.0,14.0,46.0,4862.0,5807.0,14.25865334940589,15.188565524367142,50116.0,-34.7565075768115,-58.4902923509723
BUENOS AIRES,Esteban Echeverría,Canning,6260010,102.0,3.0,5.0,21.0,10.0,32.0,76.0,1019.0,797.0,1722.0,3787.0,0.7657776604172167,3.8817005545286505,7941.0,-34.8849791351051,-58.4778099372334
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,2.0,1.0,76.0,272.0,1.0,4.0,28.0,7.0,116.0,5323.0,5830.0,5.986277873070326,6.5523156089193835,60132.0,-34.8304505041023,-58.494869419897
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,3.0,7.0,27.0,475.0,9.0,15.0,141.0,1691.0,1170.0,4645.0,8183.0,6.220212635952584,8.23658804839301,46649.0,-34.800196435999,-58.4530964052639
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,6.0,56.0,333.0,1263.0,219.0,121.0,351.0,24343.0,3519.0,18857.0,49068.0,3.3667563381429852,4.775006113964294,135893.0,-34.8191368630736,-58.4726947603508
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,6260010,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,14.0,-34.8128216283518,-58.5521650062885
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,6266010,0.0,0.0,0.0,174.0,28.0,0.0,0.0,1.0,0.0,0.0,203.0,85.71428571428571,99.50738916256158,243.0,-34.3363786908945,-59.1094149717708
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor (Est. Capilla),6266020,1.0,5.0,31.0,109.0,251.0,0.0,0.0,81.0,0.0,0.0,478.0,30.334728033472803,82.84518828451883,9244.0,-34.2912108668035,-59.1015232724441
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,6266040,0.0,3.0,20.0,3649.0,0.0,0.0,2528.0,0.0,788.0,181.0,7169.0,51.22053284976984,86.4834704979774,7174.0,-34.3300736993853,-58.9885651588167
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,6266050,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,90.0,1207.0,-34.3273003551547,-59.0759905460338
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,0.0,0.0,0.0,2514.0,371.0,54.0,0.0,0.0,0.0,0.0,2939.0,85.53929908132018,100.0,8008.0,-34.3581118951493,-59.0310010709452
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,1.0,18.0,46.0,171.0,59.0,0.0,0.0,4.0,0.0,1.0,300.0,78.33333333333333,98.0,5651.0,-34.8128216283518,-58.5521650062885
BUENOS AIRES,Ezeiza,Canning,6270010,34.0,16.0,59.0,127.0,128.0,6.0,69.0,943.0,129.0,1043.0,2554.0,7.909162098668755,15.857478465152703,3444.0,-34.8962283957338,-58.5087006002723
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,12.0,7.0,40.0,899.0,358.0,117.0,86.0,12.0,45.0,3859.0,5435.0,17.405703771849126,27.727690892364304,25990.0,-34.9338489869515,-58.5780017334776
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,16.0,25.0,422.0,1036.0,152.0,9.0,108.0,4852.0,1226.0,9043.0,16889.0,8.780863283794185,10.373615963052876,56219.0,-34.8536100103068,-58.5195521653909
BUENOS AIRES,Ezeiza,La Unión,6270010,0.0,4.0,5.0,1227.0,118.0,183.0,53.0,8.0,230.0,6482.0,8310.0,14.873646209386282,19.133574007220215,33227.0,-34.8503859677023,-58.5558695462288
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,7.0,18.0,376.0,1732.0,401.0,237.0,94.0,6.0,939.0,6571.0,10381.0,20.479722570079954,27.531066371255175,37944.0,-34.8851527149847,-58.5700335845498
BUENOS AIRES,Florencio Varela,Bosques,6274010,0.0,231.0,69.0,833.0,20.0,68.0,43.0,2367.0,184.0,6259.0,10074.0,11.246773873337304,12.547151081993249,64077.0,-34.827580702831,-58.2229120039488
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,1.0,0.0,25.0,226.0,28.0,1.0,15.0,2155.0,675.0,2633.0,5759.0,4.358395554783816,5.122417086299705,26005.0,-34.812285887223,-58.2426532633495
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,5.0,806.0,483.0,1771.0,454.0,145.0,67.0,17617.0,1766.0,15900.0,39014.0,7.843338288819399,9.550417798738914,149676.0,-34.7960544308506,-58.2748588953342
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,0.0,3.0,17.0,380.0,5.0,0.0,21.0,1.0,200.0,6223.0,6850.0,5.839416058394161,6.218978102189781,61135.0,-34.8152397261388,-58.3082334245906
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,0.0,1.0,2510.0,156.0,1.0,0.0,17.0,876.0,34.0,3974.0,7569.0,35.23583036068173,35.47364248910028,32994.0,-34.8648075260046,-58.2110437322304
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,-34.9437330109546,-58.2632550914349
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,80.0,196.0,284.0,2.112676056338028,2.8169014084507045,7484.0,-34.8790424725562,-58.2898092496787
BUENOS AIRES,Florencio Varela,Villa San Luis,6274010,0.0,0.0,0.0,9.0,0.0,1.0,4.0,0.0,1.0,264.0,279.0,3.225806451612903,5.017921146953405,12693.0,-34.8627929258513,-58.2553232274346
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,0.0,1.0,8.0,395.0,35.0,0.0,10.0,159.0,11.0,3057.0,3676.0,10.990206746463548,12.214363438520131,27308.0,-34.8380276482598,-58.2888899071764
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,0.0,0.0,8.0,274.0,13.0,15.0,46.0,275.0,585.0,4359.0,5575.0,5.058295964125561,6.385650224215246,44632.0,-34.8303193176345,-58.2635239901185
BUENOS AIRES,Florentino Ameghino,Blaquier,6277010,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100.0,100.0,676.0,-34.6356616332748,-62.4786821321875
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,1.0,9.0,139.0,277.0,14.0,0.0,0.0,0.0,0.0,0.0,440.0,96.5909090909091,99.77272727272727,7225.0,-34.846677699169,-62.4671575805384
BUENOS AIRES,Florentino Ameghino,Porvenir,6277030,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,156.0,-34.9522292183733,-62.2174229886622
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0.0,210.0,721.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,962.0,99.7920997920998,100.0,6623.0,-38.1119335118514,-57.8415353121543
BUENOS AIRES,General Alvarado,Mar del Sur,6280020,0.0,7.0,121.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,100.0,100.0,453.0,-38.3446881533109,-57.9920393065731
BUENOS AIRES,General Alvarado,Mechongué,6280030,256.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,1.1583011583011582,1.1583011583011582,1307.0,-38.1486545138318,-58.2230121065801
BUENOS AIRES,General Alvarado,Miramar,6280040,0.0,143.0,1550.0,2440.0,1778.0,6.0,41.0,15.0,1075.0,322.0,7370.0,56.078697421981005,80.84124830393488,29433.0,-38.2707429318083,-57.8404714577536
BUENOS AIRES,General Alvear,General Alvear,6287010,0.0,0.0,0.0,53.0,0.0,47.0,0.0,1.0,0.0,0.0,101.0,52.475247524752476,99.00990099009901,9812.0,-36.0229384341367,-60.0147935726886
BUENOS AIRES,General Arenales,Arribeños,6294010,1.0,14.0,707.0,275.0,0.0,23.0,0.0,0.0,7.0,0.0,1027.0,96.98149951314508,99.22103213242454,2910.0,-34.2101542565966,-61.3548577979495
BUENOS AIRES,General Arenales,Ascensión,6294020,0.0,0.0,505.0,1589.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.0,100.0,100.0,4179.0,-34.2368758979793,-61.103613881133
BUENOS AIRES,General Arenales,Ferré,6294040,0.0,45.0,646.0,86.0,1.0,7.0,0.0,0.0,0.0,0.0,785.0,98.98089171974522,100.0,2004.0,-34.1250383813873,-61.132654886464
BUENOS AIRES,General Arenales,General Arenales,6294050,4.0,0.0,1006.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,1096.0,99.54379562043796,99.63503649635037,4321.0,-34.3044679711077,-61.3056277788216
BUENOS AIRES,General Arenales,La Angelita,6294060,0.0,0.0,67.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,100.0,100.0,265.0,-34.2608740726731,-60.9685988224111
BUENOS AIRES,General Arenales,La Trinidad,6294070,0.0,0.0,77.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,100.0,100.0,308.0,-34.1068549430168,-61.1317020714357
BUENOS AIRES,General Belgrano,General Belgrano,6301010,0.0,9.0,310.0,1505.0,288.0,231.0,368.0,71.0,117.0,156.0,3055.0,59.705400981996725,88.73977086743045,15394.0,-35.7694577358026,-58.4944615102033
BUENOS AIRES,General Belgrano,Gorchs,6301020,0.0,1.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,100.0,100.0,338.0,-35.6733729629116,-58.9582999568816
BUENOS AIRES,General Guido,General Guido,6308010,0.0,66.0,5.0,162.0,88.0,0.0,103.0,0.0,106.0,0.0,530.0,43.9622641509434,80.0,1291.0,-36.6431651777017,-57.7905019037041
BUENOS AIRES,General Guido,Labarden,6308020,0.0,45.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,100.0,799.0,-36.9489668508723,-58.1035671819428
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,1.0,10.0,178.0,668.0,905.0,0.0,0.0,558.0,0.0,91.0,2411.0,35.503940273745336,73.04023226876815,18089.0,-36.9967730012079,-57.1374769071298
BUENOS AIRES,General La Madrid,General La Madrid,6322010,0.0,123.0,1283.0,916.0,1355.0,0.0,0.0,52.0,381.0,22.0,4132.0,56.195546950629236,88.98838334946757,8073.0,-37.2503992475804,-61.2595794125711
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,87.5,100.0,215.0,-37.1980813542863,-61.1220424031557
BUENOS AIRES,General Las Heras,General Las Heras (Est. Las Heras),6329020,0.0,29.0,250.0,2017.0,86.0,324.0,0.0,306.0,43.0,0.0,3055.0,75.15548281505728,88.57610474631751,11331.0,-34.9267739074255,-58.9453407851291
BUENOS AIRES,General Las Heras,Lozano,6329020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,-34.8542796259808,-59.0533451317779
BUENOS AIRES,General Las Heras,Villars,6329060,1.0,0.0,35.0,79.0,0.0,74.0,0.0,15.0,8.0,0.0,212.0,53.77358490566038,88.67924528301887,1147.0,-34.8300241949658,-58.9422589402025
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,-36.4080851872455,-56.9433553335054
BUENOS AIRES,General Lavalle,General Lavalle,6336020,68.0,1.0,156.0,203.0,0.0,0.0,0.0,0.0,0.0,4.0,432.0,83.33333333333334,83.33333333333334,1827.0,-36.4080851872455,-56.9433553335054
BUENOS AIRES,General Lavalle,Pavón,6336030,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,195.0,1.5384615384615385,1.5384615384615385,942.0,-36.7089537726649,-56.7598433617574
BUENOS AIRES,General Paz,Loma Verde,6343020,0.0,0.0,134.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,100.0,100.0,657.0,-35.2747490125694,-58.4041701894263
BUENOS AIRES,General Paz,Ranchos,6343030,0.0,1.0,1650.0,338.0,479.0,63.0,1.0,137.0,0.0,0.0,2669.0,74.52229299363057,94.86699138254028,7916.0,-35.5173520233652,-58.3184247148653
BUENOS AIRES,General Paz,Villanueva (Ap. Río Salado),6343040,0.0,0.0,113.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,100.0,100.0,537.0,-35.6776271050909,-58.4350923167562
BUENOS AIRES,General Pinto,Colonia San Ricardo (Est. Iriarte),6351010,0.0,79.0,164.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,253.0,98.41897233201581,100.0,811.0,-34.4162137301573,-61.9280141749282
BUENOS AIRES,General Pinto,General Pinto,6351020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,6557.0,-34.764155990724,-61.8900674920122
BUENOS AIRES,General Pinto,Germania (Est. Mayor José Orellano),6351030,0.0,0.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,100.0,100.0,1397.0,-34.576111833277,-62.0518306894073
BUENOS AIRES,General Pinto,Villa Francia (Est. Coronel Granada),6351040,0.0,2.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,100.0,100.0,1176.0,-34.7913160212074,-62.2011090686366
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,97.82608695652173,100.0,0.0,-37.8931024789245,-57.8261645643114
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,0.0,0.0,0.0,61.0,6.0,0.0,7.0,0.0,0.0,0.0,74.0,82.43243243243244,100.0,509.0,-38.0297229162982,-57.7995485049706
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,0.0,0.0,0.0,66.0,6.0,0.0,0.0,0.0,0.0,0.0,72.0,91.66666666666666,100.0,0.0,-37.8324145231571,-57.6311155465986
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,0.0,0.0,0.0,71.0,2.0,0.0,1.0,0.0,0.0,0.0,74.0,95.94594594594594,100.0,0.0,-37.9050810135269,-57.7391824086455
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,0.0,0.0,0.0,311.0,11.0,0.0,2.0,0.0,0.0,0.0,324.0,95.98765432098766,100.0,415.0,-37.9068268303117,-57.7858860640391
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,1.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,99.02912621359224,99.02912621359224,644.0,-37.9317157840639,-57.683162032898
BUENOS AIRES,General Pueyrredón,Batán,6357070,0.0,1.0,0.0,1873.0,26.0,7.0,282.0,0.0,166.0,663.0,3018.0,62.094102054340624,72.53147779986746,10152.0,-38.0086211557001,-57.7085500402678
BUENOS AIRES,General Pueyrredón,Camet,Sin Datos,0.0,0.0,548.0,906.0,12.0,0.0,283.0,0.0,95.0,13.0,1857.0,78.29833064081852,94.18416801292408,0.0,-37.9130763908367,-57.552463851894
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,1.0,0.0,57.0,318.0,269.0,0.0,0.0,1627.0,0.0,0.0,2272.0,16.505281690140844,28.345070422535212,4112.0,-38.1757779275595,-57.6513390003209
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,100.0,100.0,196.0,-38.2369312519788,-57.763418077922
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,1.0,0.0,0.0,444.0,7.0,0.0,0.0,25.0,0.0,0.0,477.0,93.08176100628931,94.54926624737946,1633.0,-38.036727731373,-57.7129897398616
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,4.0,634.0,4870.0,5147.0,9907.0,3057.0,4680.0,42097.0,97227.0,54571.0,222194.0,4.793558781965309,12.73436726464261,560913.0,-38.0120914785136,-57.6064947153173
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,0.0,6.0,143.0,389.0,223.0,0.0,0.0,1.0,0.0,0.0,762.0,70.60367454068242,99.86876640419948,4249.0,-37.954166706805,-57.7715971022228
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,-34.6882159472973,-58.9574297137089
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,2.0,68.0,971.0,808.0,404.0,1349.0,375.0,1527.0,3288.0,5053.0,13845.0,13.340556157457566,28.710725893824485,85315.0,-34.6079239021063,-58.950282039134
